1403715278.812143087 0.05047 0.00963 0.06642 0.01403 0.81445 -0.01988 0.57972
1403715278.912142992 0.06886 0.01364 0.10315 0.01415 0.81257 -0.02150 0.58229
1403715279.012142897 0.08411 0.01706 0.13591 0.01714 0.81119 -0.02175 0.58412
1403715279.112143040 0.09732 0.01988 0.15233 0.01832 0.80843 -0.02175 0.58791
1403715279.212142944 0.10784 0.02161 0.14927 0.02093 0.80685 -0.02139 0.58999
1403715279.312143087 0.11828 0.02231 0.13826 0.02311 0.80806 -0.02233 0.58823
1403715279.412142992 0.12719 0.02316 0.13271 0.02283 0.80882 -0.02421 0.58711
1403715279.512142897 0.13440 0.02365 0.13176 0.02264 0.80983 -0.02493 0.58569
1403715279.612143040 0.14011 0.02416 0.13497 0.02432 0.81041 -0.02502 0.58482
1403715279.712142944 0.14410 0.02417 0.14228 0.02505 0.81043 -0.02538 0.58475
1403715279.812143087 0.14685 0.02397 0.15317 0.02570 0.81058 -0.02652 0.58446
1403715279.912142992 0.14786 0.02188 0.16765 0.02723 0.81085 -0.02757 0.58397
1403715280.012142897 0.14781 0.02132 0.18093 0.02824 0.81520 -0.02832 0.57780
1403715280.112143040 0.14852 0.01948 0.19421 0.03039 0.82271 -0.02680 0.56702
1403715280.212142944 0.15260 0.01743 0.21019 0.03554 0.82501 -0.02133 0.56360
1403715280.312143087 0.16057 0.01640 0.22836 0.03996 0.82285 -0.01508 0.56665
1403715280.412142992 0.17311 0.01857 0.24596 0.04375 0.81934 -0.01233 0.57150
1403715280.512142897 0.18876 0.02164 0.26233 0.04662 0.81650 -0.02503 0.57491
1403715280.612143040 0.20643 0.02462 0.27769 0.05623 0.81212 -0.04774 0.57881
1403715280.712142944 0.22845 0.02009 0.29123 0.09676 0.80628 -0.09075 0.57647
1403715280.812143087 0.25620 0.00974 0.29833 0.15536 0.80408 -0.14375 0.55556
1403715280.912142992 0.27553 0.01314 0.30678 0.16662 0.80028 -0.16143 0.55293
1403715281.012142897 0.29412 0.01862 0.31565 0.17440 0.79750 -0.17429 0.55063
1403715281.112143040 0.31265 0.02628 0.32462 0.17952 0.79623 -0.18233 0.54822
1403715281.212142944 0.33270 0.03242 0.33418 0.17517 0.79644 -0.18342 0.54896
1403715281.312143087 0.35252 0.04102 0.34255 0.15760 0.79813 -0.18017 0.55289
1403715281.412142992 0.37361 0.04607 0.34841 0.14477 0.79786 -0.18094 0.55652
1403715281.512142897 0.39528 0.04980 0.34906 0.14955 0.79594 -0.19112 0.55460
1403715281.612143040 0.41628 0.05163 0.35260 0.15991 0.79247 -0.20706 0.55095
1403715281.712142944 0.43713 0.05389 0.35134 0.17048 0.78771 -0.22581 0.54723
1403715281.812143087 0.45901 0.05410 0.34766 0.18142 0.78238 -0.24670 0.54232
1403715281.912142992 0.48067 0.05348 0.34127 0.19455 0.77560 -0.26840 0.53717
1403715282.012142897 0.50724 0.05299 0.33253 0.20755 0.76801 -0.29082 0.53152
1403715282.112143040 0.53322 0.05199 0.32258 0.22145 0.76026 -0.31117 0.52550
1403715282.212142944 0.55972 0.05113 0.31177 0.23536 0.75179 -0.33127 0.51931
1403715282.312143087 0.58818 0.05101 0.30121 0.24911 0.74348 -0.35149 0.51150
1403715282.412142992 0.61807 0.05101 0.29070 0.26450 0.73513 -0.37045 0.50238
1403715282.512142897 0.64866 0.05053 0.27995 0.27824 0.72484 -0.39013 0.49497
1403715282.612143040 0.68159 0.04930 0.26954 0.29190 0.71380 -0.40773 0.48892
1403715282.712142944 0.71636 0.04697 0.25884 0.30277 0.70158 -0.42486 0.48540
1403715282.812143087 0.75361 0.04542 0.24716 0.31112 0.68942 -0.44303 0.48127
1403715282.912142992 0.79164 0.04371 0.23475 0.32311 0.67748 -0.45862 0.47570
1403715283.012142897 0.82920 0.04198 0.22187 0.33374 0.66499 -0.47518 0.46969
1403715283.112143040 0.86373 0.03904 0.20788 0.34247 0.65135 -0.49217 0.46500
1403715283.212142944 0.89840 0.03697 0.19336 0.35011 0.63701 -0.50868 0.46139
1403715283.312143087 0.93277 0.03551 0.17891 0.35845 0.62363 -0.52399 0.45610
1403715283.412142992 0.96301 0.03529 0.16603 0.36720 0.61195 -0.53784 0.44879
1403715283.512142897 0.99441 0.03534 0.15286 0.37441 0.60335 -0.55152 0.43774
1403715283.612143040 1.02262 0.03664 0.14158 0.38187 0.59677 -0.56312 0.42536
1403715283.712142944 1.04923 0.03678 0.13187 0.38715 0.59214 -0.57070 0.41688
1403715283.812143087 1.07572 0.03551 0.12267 0.39049 0.58722 -0.57533 0.41435
1403715283.912142992 1.10157 0.03269 0.11386 0.39383 0.58330 -0.57690 0.41454
1403715284.012142897 1.12629 0.02883 0.10347 0.39363 0.58208 -0.57898 0.41355
1403715284.112143040 1.15093 0.02406 0.09166 0.39000 0.58344 -0.58140 0.41168
1403715284.212142944 1.17376 0.01828 0.08053 -0.38349 -0.58356 0.58413 -0.41375
1403715284.312143087 1.19430 0.00957 0.07026 -0.37587 -0.58253 0.58659 -0.41868
1403715284.412142992 1.21061 -0.00215 0.06175 -0.37476 -0.58352 0.58442 -0.42132
1403715284.512142897 1.22316 -0.01721 0.05468 0.37953 0.58812 -0.57800 0.41950
1403715284.612143040 1.23314 -0.03423 0.04875 0.38509 0.59177 -0.57082 0.41913
1403715284.712142944 1.24277 -0.05264 0.04221 0.38839 0.59527 -0.56514 0.41884
1403715284.812143087 1.25166 -0.07057 0.03702 0.39253 0.59537 -0.56258 0.41828
1403715284.912142992 1.26104 -0.08834 0.03309 0.39782 0.58826 -0.56558 0.41930
1403715285.012142897 1.26853 -0.10508 0.03130 -0.40598 -0.57293 0.57371 -0.42165
1403715285.112143040 1.27510 -0.11862 0.03111 -0.41650 -0.55620 0.58482 -0.41852
1403715285.212142944 1.27979 -0.12642 0.03297 -0.42307 -0.54220 0.60025 -0.40832
1403715285.312143087 1.28520 -0.13033 0.03868 -0.42249 -0.53113 0.61662 -0.39898
1403715285.412142992 1.28886 -0.13171 0.05660 -0.41830 -0.52463 0.63073 -0.38982
1403715285.512142897 1.29122 -0.13456 0.08830 -0.41563 -0.52106 0.63912 -0.38376
1403715285.612143040 1.28897 -0.13778 0.12843 -0.41400 -0.51654 0.64440 -0.38281
1403715285.712142944 1.28096 -0.14216 0.16817 -0.41360 -0.51425 0.64725 -0.38151
1403715285.812143087 1.26773 -0.14880 0.20658 -0.41738 -0.51312 0.64664 -0.37994
1403715285.912142992 1.25052 -0.15699 0.24147 -0.42387 -0.51670 0.64343 -0.37330
1403715286.012142897 1.23046 -0.16635 0.27279 -0.42871 -0.52186 0.64063 -0.36531
1403715286.112143040 1.21001 -0.17769 0.30084 -0.43158 -0.52426 0.63928 -0.36086
1403715286.212142944 1.18984 -0.19169 0.32666 -0.42855 -0.52228 0.64211 -0.36229
1403715286.312143087 1.16904 -0.20861 0.35058 -0.42776 -0.52203 0.64282 -0.36234
1403715286.412142992 1.14803 -0.22847 0.37338 -0.42985 -0.52270 0.64150 -0.36124
1403715286.512142897 1.12811 -0.25115 0.39279 -0.43313 -0.52350 0.63972 -0.35932
1403715286.612143040 1.10768 -0.27667 0.41183 -0.43671 -0.52112 0.63916 -0.35943
1403715286.712142944 1.08789 -0.30220 0.43010 -0.44551 -0.51187 0.63998 -0.36047
1403715286.812143087 1.06677 -0.32817 0.44663 -0.45251 -0.50274 0.64502 -0.35557
1403715286.912142992 1.04764 -0.35407 0.45967 -0.45238 -0.49853 0.65373 -0.34563
1403715287.012142897 1.03063 -0.38154 0.47286 -0.45340 -0.49557 0.65990 -0.33670
1403715287.112143040 1.01664 -0.41100 0.48604 -0.45628 -0.49190 0.66333 -0.33141
1403715287.212142944 1.00529 -0.44290 0.49924 -0.46293 -0.48653 0.66259 -0.33160
1403715287.312143087 0.99655 -0.47514 0.51300 -0.46850 -0.48138 0.66135 -0.33376
1403715287.412142992 0.99044 -0.50832 0.52425 -0.46935 -0.47754 0.66207 -0.33663
1403715287.512142897 0.98580 -0.54011 0.53738 -0.46616 -0.47119 0.66657 -0.34113
1403715287.612143040 0.98032 -0.56976 0.55279 -0.46405 -0.46055 0.67507 -0.34180
1403715287.712142944 0.97171 -0.59701 0.56907 -0.46497 -0.44652 0.68570 -0.33799
1403715287.812143087 0.95894 -0.62118 0.58785 -0.47234 -0.43159 0.69467 -0.32874
1403715287.912142992 0.94181 -0.64415 0.60713 -0.48423 -0.41470 0.70271 -0.31582
1403715288.012142897 0.92214 -0.66393 0.62520 -0.49727 -0.39554 0.71146 -0.30015
1403715288.112143040 0.90232 -0.68227 0.64200 0.50742 0.37544 -0.72050 0.28715
1403715288.212142944 0.88390 -0.69562 0.65166 0.51314 0.36131 -0.72798 0.27602
1403715288.312143087 0.86552 -0.70844 0.65102 0.51671 0.35248 -0.73326 0.26665
1403715288.412142992 0.84729 -0.72118 0.64047 0.51776 0.34638 -0.73710 0.26198
1403715288.512142897 0.82981 -0.73115 0.63144 0.51856 0.34228 -0.73890 0.26071
1403715288.612143040 0.81321 -0.73691 0.63244 0.51749 0.33988 -0.74033 0.26193
1403715288.712142944 0.79582 -0.74008 0.64963 0.51682 0.33952 -0.74093 0.26201
1403715288.812143087 0.77960 -0.73839 0.66522 0.51749 0.34313 -0.74020 0.25802
1403715288.912142992 0.76329 -0.73418 0.67050 0.51979 0.34538 -0.73991 0.25111
1403715289.012142897 0.74660 -0.72915 0.66291 0.52176 0.34251 -0.74234 0.24367
1403715289.112143040 0.73049 -0.72429 0.64459 0.52326 0.33549 -0.74716 0.23538
1403715289.212142944 0.71528 -0.71945 0.61858 0.52636 0.32938 -0.75060 0.22594
1403715289.312143087 0.70180 -0.71587 0.59087 0.52859 0.32215 -0.75475 0.21718
1403715289.412142992 0.68843 -0.71350 0.56086 0.53131 0.31150 -0.76005 0.20739
1403715289.512142897 0.67496 -0.71423 0.52611 0.53234 0.29792 -0.76738 0.19745
1403715289.612143040 0.66238 -0.71775 0.48870 0.53365 0.28321 -0.77444 0.18776
1403715289.712142944 0.65010 -0.72480 0.44864 0.53243 0.27207 -0.78099 0.18042
1403715289.812143087 0.63846 -0.73513 0.41245 0.53344 0.26604 -0.78331 0.17635
1403715289.912142992 0.62715 -0.74987 0.38879 0.53428 0.26247 -0.78355 0.17806
1403715290.012142897 0.61466 -0.76834 0.37585 0.53249 0.26392 -0.78381 0.18013
1403715290.112143040 0.60123 -0.78969 0.37590 0.53376 0.26839 -0.78071 0.18320
1403715290.212142944 0.58718 -0.81386 0.38742 0.53186 0.27576 -0.77901 0.18501
1403715290.312143087 0.57205 -0.84186 0.40309 0.52651 0.28170 -0.77989 0.18763
1403715290.412142992 0.55604 -0.87254 0.41460 0.51986 0.28473 -0.78229 0.19156
1403715290.512142897 0.53864 -0.90727 0.42489 0.51649 0.28569 -0.78320 0.19549
1403715290.612143040 0.51809 -0.94524 0.43383 0.52016 0.28464 -0.78029 0.19891
1403715290.712142944 0.49664 -0.98516 0.43978 0.52399 0.28269 -0.77801 0.20057
1403715290.812143087 0.47360 -1.02624 0.44621 0.52986 0.28030 -0.77466 0.20146
1403715290.912142992 0.45118 -1.06798 0.45054 0.52976 0.27695 -0.77554 0.20294
1403715291.012142897 0.43007 -1.10962 0.45382 0.53108 0.26909 -0.77624 0.20736
1403715291.112143040 0.40791 -1.15070 0.45520 0.53081 0.25827 -0.77835 0.21380
1403715291.212142944 0.38458 -1.18784 0.45654 0.53129 0.24747 -0.78040 0.21787
1403715291.312143087 0.35962 -1.21824 0.45475 0.53253 0.23868 -0.78271 0.21637
1403715291.412142992 0.33127 -1.24509 0.44912 0.53381 0.23108 -0.78531 0.21200
1403715291.512142897 0.30084 -1.26762 0.44173 0.53302 0.22535 -0.78969 0.20371
1403715291.612143040 0.26777 -1.28381 0.43092 0.53113 0.21756 -0.79481 0.19709
1403715291.712142944 0.22987 -1.29827 0.42052 0.52969 0.20957 -0.79897 0.19275
1403715291.812143087 0.18863 -1.30706 0.41018 0.53203 0.20849 -0.80015 0.18232
1403715291.912142992 0.14380 -1.31362 0.39841 0.53671 0.21435 -0.79909 0.16571
1403715292.012142897 0.09644 -1.32087 0.38487 0.53759 0.21638 -0.79961 0.15748
